Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
387,ORD-100387,01-05-2023,05-05-2023,Second Class,CUST-1387,Customer_387,Home Office,India,Mumbai,Maharashtra,400001,West,PROD-10387,Office Supplies,Storage,Storage Product 387,2922.55,10,0,491.15
388,ORD-100388,03-05-2023,10-05-2023,Second Class,CUST-1388,Customer_388,Corporate,India,Kolkata,West Bengal,700001,East,PROD-10388,Furniture,Bookcases,Bookcases Product 388,1526.86,1,0.05,113.51
389,ORD-100389,24-02-2024,29-02-2024,Second Class,CUST-1389,Customer_389,Corporate,India,Bengaluru,Karnataka,560001,South,PROD-10389,Technology,Accessories,Accessories Product 389,4318.85,3,0,742.39
390,ORD-100390,11-10-2024,12-10-2024,Same Day,CUST-1390,Customer_390,Consumer,India,Mumbai,Maharashtra,400001,West,PROD-10390,Furniture,Tables,Tables Product 390,1086.44,3,0.2,218.51
391,ORD-100391,13-05-2023,18-05-2023,Second Class,CUST-1391,Customer_391,Home Office,India,Bengaluru,Karnataka,560001,South,PROD-10391,Office Supplies,Paper,Paper Product 391,2046.8,8,0.15,43.33
392,ORD-100392,18-01-2024,19-01-2024,First Class,CUST-1392,Customer_392,Corporate,India,Delhi,Delhi,110001,North,PROD-10392,Office Supplies,Binders,Binders Product 392,138.68,1,0.05,13.39
393,ORD-100393,13-05-2023,14-05-2023,First Class,CUST-1393,Customer_393,Corporate,India,Bengaluru,Karnataka,560001,South,PROD-10393,Office Supplies,Storage,Storage Product 393,1565.27,2,0,194.96
394,ORD-100394,16-06-2024,21-06-2024,Same Day,CUST-1394,Customer_394,Corporate,India,Hyderabad,Telangana,500001,South,PROD-10394,Furniture,Tables,Tables Product 394,4445.47,3,0.1,1240.44
395,ORD-100395,12-07-2023,14-07-2023,Second Class,CUST-1395,Customer_395,Consumer,India,Chennai,Tamil Nadu,600001,South,PROD-10395,Furniture,Chairs,Chairs Product 395,1180.67,3,0.05,263.9
396,ORD-100396,11-01-2024,17-01-2024,Standard Class,CUST-1396,Customer_396,Home Office,India,Kolkata,West Bengal,700001,East,PROD-10396,Technology,Accessories,Accessories Product 396,4388.89,5,0.2,727.61
397,ORD-100397,21-04-2023,27-04-2023,First Class,CUST-1397,Customer_397,Corporate,India,Chennai,Tamil Nadu,600001,South,PROD-10397,Technology,Phones,Phones Product 397,3464.26,7,0.15,398.61
398,ORD-100398,19-12-2024,21-12-2024,First Class,CUST-1398,Customer_398,Home Office,India,Pune,Maharashtra,411001,West,PROD-10398,Office Supplies,Storage,Storage Product 398,3170.04,5,0.15,587.78
399,ORD-100399,12-09-2024,18-09-2024,Standard Class,CUST-1399,Customer_399,Corporate,India,Pune,Maharashtra,411001,West,PROD-10399,Furniture,Chairs,Chairs Product 399,2582.34,10,0,311.63
400,ORD-100400,23-07-2023,28-07-2023,Standard Class,CUST-1400,Customer_400,Home Office,India,Pune,Maharashtra,411001,West,PROD-10400,Furniture,Bookcases,Bookcases Product 400,4866.94,6,0.15,456.7
401,ORD-100401,23-05-2024,25-05-2024,Same Day,CUST-1401,Customer_401,Consumer,India,Kolkata,West Bengal,700001,East,PROD-10401,Furniture,Tables,Tables Product 401,1210.8,1,0,335.05
402,ORD-100402,03-04-2023,10-04-2023,First Class,CUST-1402,Customer_402,Corporate,India,Hyderabad,Telangana,500001,South,PROD-10402,Technology,Machines,Machines Product 402,3631.7,5,0.05,559.96
403,ORD-100403,20-04-2024,21-04-2024,Standard Class,CUST-1403,Customer_403,Consumer,India,Mumbai,Maharashtra,400001,West,PROD-10403,Technology,Phones,Phones Product 403,4268.63,6,0.1,582.66
404,ORD-100404,16-02-2023,17-02-2023,First Class,CUST-1404,Customer_404,Home Office,India,Chennai,Tamil Nadu,600001,South,PROD-10404,Technology,Machines,Machines Product 404,3253.63,6,0.1,825.22
405,ORD-100405,06-04-2023,09-04-2023,Same Day,CUST-1405,Customer_405,Home Office,India,Chennai,Tamil Nadu,600001,South,PROD-10405,Furniture,Chairs,Chairs Product 405,613.47,7,0.15,53.96
406,ORD-100406,04-05-2024,11-05-2024,Same Day,CUST-1406,Customer_406,Home Office,India,Bengaluru,Karnataka,560001,South,PROD-10406,Office Supplies,Binders,Binders Product 406,609.63,1,0.05,40.19
407,ORD-100407,25-11-2024,29-11-2024,Second Class,CUST-1407,Customer_407,Corporate,India,Pune,Maharashtra,411001,West,PROD-10407,Office Supplies,Paper,Paper Product 407,3906.86,10,0,1037.83
408,ORD-100408,14-05-2024,15-05-2024,Second Class,CUST-1408,Customer_408,Home Office,India,Bengaluru,Karnataka,560001,South,PROD-10408,Furniture,Chairs,Chairs Product 408,363.51,6,0,82.2
409,ORD-100409,13-12-2023,18-12-2023,Same Day,CUST-1409,Customer_409,Consumer,India,Hyderabad,Telangana,500001,South,PROD-10409,Office Supplies,Storage,Storage Product 409,3110.28,7,0.05,499.15
410,ORD-100410,25-07-2024,30-07-2024,Second Class,CUST-1410,Customer_410,Consumer,India,Mumbai,Maharashtra,400001,West,PROD-10410,Technology,Machines,Machines Product 410,4675.14,9,0.15,1089.16
411,ORD-100411,18-05-2024,21-05-2024,Same Day,CUST-1411,Customer_411,Consumer,India,Pune,Maharashtra,411001,West,PROD-10411,Furniture,Tables,Tables Product 411,299.24,4,0.2,51.12
412,ORD-100412,22-03-2023,26-03-2023,Same Day,CUST-1412,Customer_412,Home Office,India,Bengaluru,Karnataka,560001,South,PROD-10412,Office Supplies,Paper,Paper Product 412,485.7,8,0.15,48.09
413,ORD-100413,31-10-2024,01-11-2024,First Class,CUST-1413,Customer_413,Home Office,India,Mumbai,Maharashtra,400001,West,PROD-10413,Furniture,Tables,Tables Product 413,227.37,9,0,58.32
414,ORD-100414,29-07-2024,31-07-2024,Same Day,CUST-1414,Customer_414,Corporate,India,Kolkata,West Bengal,700001,East,PROD-10414,Office Supplies,Paper,Paper Product 414,4754.26,6,0,1208.28
415,ORD-100415,27-07-2024,03-08-2024,Second Class,CUST-1415,Customer_415,Consumer,India,Hyderabad,Telangana,500001,South,PROD-10415,Office Supplies,Paper,Paper Product 415,3597.46,6,0.15,174.5
416,ORD-100416,16-12-2023,19-12-2023,Second Class,CUST-1416,Customer_416,Corporate,India,Chennai,Tamil Nadu,600001,South,PROD-10416,Office Supplies,Paper,Paper Product 416,2761.07,6,0,169.65
417,ORD-100417,24-05-2023,31-05-2023,Standard Class,CUST-1417,Customer_417,Corporate,India,Kolkata,West Bengal,700001,East,PROD-10417,Office Supplies,Storage,Storage Product 417,2075.59,5,0.2,122.42
418,ORD-100418,09-08-2023,13-08-2023,Standard Class,CUST-1418,Customer_418,Corporate,India,Chennai,Tamil Nadu,600001,South,PROD-10418,Technology,Machines,Machines Product 418,1722.77,7,0,485.23
419,ORD-100419,13-04-2024,19-04-2024,Same Day,CUST-1419,Customer_419,Home Office,India,Hyderabad,Telangana,500001,South,PROD-10419,Office Supplies,Binders,Binders Product 419,4821.08,1,0.2,935.55
420,ORD-100420,09-05-2024,14-05-2024,First Class,CUST-1420,Customer_420,Home Office,India,Chennai,Tamil Nadu,600001,South,PROD-10420,Technology,Machines,Machines Product 420,2913.84,3,0,427.9
421,ORD-100421,29-01-2024,02-02-2024,Second Class,CUST-1421,Customer_421,Consumer,India,Hyderabad,Telangana,500001,South,PROD-10421,Office Supplies,Binders,Binders Product 421,1404.3,6,0.1,201.11
422,ORD-100422,27-02-2024,03-03-2024,Second Class,CUST-1422,Customer_422,Consumer,India,Kolkata,West Bengal,700001,East,PROD-10422,Office Supplies,Storage,Storage Product 422,1529.62,9,0.1,318.11
423,ORD-100423,03-08-2023,08-08-2023,First Class,CUST-1423,Customer_423,Home Office,India,Kolkata,West Bengal,700001,East,PROD-10423,Furniture,Bookcases,Bookcases Product 423,1759.2,3,0.05,291.98
424,ORD-100424,29-04-2023,06-05-2023,Same Day,CUST-1424,Customer_424,Consumer,India,Delhi,Delhi,110001,North,PROD-10424,Office Supplies,Paper,Paper Product 424,2934.89,7,0.2,239.14
425,ORD-100425,19-06-2024,20-06-2024,Second Class,CUST-1425,Customer_425,Corporate,India,Mumbai,Maharashtra,400001,West,PROD-10425,Furniture,Chairs,Chairs Product 425,312.67,1,0.05,33.38
426,ORD-100426,30-11-2024,03-12-2024,Same Day,CUST-1426,Customer_426,Consumer,India,Pune,Maharashtra,411001,West,PROD-10426,Technology,Machines,Machines Product 426,3932.57,4,0.2,71.09
427,ORD-100427,22-09-2024,29-09-2024,First Class,CUST-1427,Customer_427,Home Office,India,Kolkata,West Bengal,700001,East,PROD-10427,Office Supplies,Storage,Storage Product 427,4330.97,9,0.15,343.87
428,ORD-100428,11-11-2024,12-11-2024,First Class,CUST-1428,Customer_428,Consumer,India,Bengaluru,Karnataka,560001,South,PROD-10428,Furniture,Tables,Tables Product 428,4785.67,6,0.2,112.23
429,ORD-100429,27-09-2024,04-10-2024,Second Class,CUST-1429,Customer_429,Home Office,India,Chennai,Tamil Nadu,600001,South,PROD-10429,Furniture,Chairs,Chairs Product 429,4561.86,6,0.2,669.01
430,ORD-100430,18-07-2023,21-07-2023,Standard Class,CUST-1430,Customer_430,Corporate,India,Bengaluru,Karnataka,560001,South,PROD-10430,Technology,Machines,Machines Product 430,418.62,3,0.2,16.68
431,ORD-100431,13-10-2023,18-10-2023,Second Class,CUST-1431,Customer_431,Consumer,India,Delhi,Delhi,110001,North,PROD-10431,Technology,Phones,Phones Product 431,2940.73,5,0,390.06
432,ORD-100432,07-06-2023,10-06-2023,First Class,CUST-1432,Customer_432,Consumer,India,Hyderabad,Telangana,500001,South,PROD-10432,Technology,Machines,Machines Product 432,3097.26,5,0.15,673.58
433,ORD-100433,25-12-2024,28-12-2024,Same Day,CUST-1433,Customer_433,Consumer,India,Hyderabad,Telangana,500001,South,PROD-10433,Technology,Phones,Phones Product 433,2627,9,0.05,378.24
434,ORD-100434,24-12-2023,26-12-2023,Same Day,CUST-1434,Customer_434,Home Office,India,Pune,Maharashtra,411001,West,PROD-10434,Office Supplies,Paper,Paper Product 434,1688.78,5,0.05,468.77
435,ORD-100435,26-10-2024,27-10-2024,Standard Class,CUST-1435,Customer_435,Home Office,India,Mumbai,Maharashtra,400001,West,PROD-10435,Office Supplies,Paper,Paper Product 435,2256.05,10,0.2,160.08
436,ORD-100436,25-11-2023,29-11-2023,First Class,CUST-1436,Customer_436,Home Office,India,Chennai,Tamil Nadu,600001,South,PROD-10436,Technology,Accessories,Accessories Product 436,1320.12,5,0,366.77
437,ORD-100437,04-06-2024,08-06-2024,Standard Class,CUST-1437,Customer_437,Consumer,India,Bengaluru,Karnataka,560001,South,PROD-10437,Technology,Accessories,Accessories Product 437,4496.49,4,0.1,712.58
438,ORD-100438,04-07-2024,09-07-2024,Second Class,CUST-1438,Customer_438,Home Office,India,Mumbai,Maharashtra,400001,West,PROD-10438,Office Supplies,Binders,Binders Product 438,1093.37,4,0.15,250.29
439,ORD-100439,20-12-2024,26-12-2024,First Class,CUST-1439,Customer_439,Consumer,India,Chennai,Tamil Nadu,600001,South,PROD-10439,Furniture,Bookcases,Bookcases Product 439,4092.93,2,0.05,188.02
440,ORD-100440,31-03-2023,01-04-2023,Same Day,CUST-1440,Customer_440,Corporate,India,Mumbai,Maharashtra,400001,West,PROD-10440,Technology,Accessories,Accessories Product 440,2812.52,10,0.05,753.04
441,ORD-100441,06-04-2024,12-04-2024,Standard Class,CUST-1441,Customer_441,Home Office,India,Bengaluru,Karnataka,560001,South,PROD-10441,Furniture,Tables,Tables Product 441,133.61,2,0.2,1.53
442,ORD-100442,22-08-2024,23-08-2024,First Class,CUST-1442,Customer_442,Home Office,India,Kolkata,West Bengal,700001,East,PROD-10442,Technology,Accessories,Accessories Product 442,4643.84,2,0.1,1052.87
443,ORD-100443,30-03-2023,02-04-2023,Second Class,CUST-1443,Customer_443,Consumer,India,Chennai,Tamil Nadu,600001,South,PROD-10443,Furniture,Tables,Tables Product 443,2005.81,1,0.15,118.5
444,ORD-100444,05-02-2024,12-02-2024,First Class,CUST-1444,Customer_444,Consumer,India,Chennai,Tamil Nadu,600001,South,PROD-10444,Office Supplies,Paper,Paper Product 444,4802.66,3,0.1,957.28
445,ORD-100445,20-07-2024,27-07-2024,Standard Class,CUST-1445,Customer_445,Corporate,India,Hyderabad,Telangana,500001,South,PROD-10445,Technology,Phones,Phones Product 445,256.78,10,0.2,27.87
446,ORD-100446,04-08-2023,10-08-2023,Second Class,CUST-1446,Customer_446,Home Office,India,Kolkata,West Bengal,700001,East,PROD-10446,Office Supplies,Paper,Paper Product 446,1098.1,9,0.05,88.11
447,ORD-100447,16-09-2023,18-09-2023,Standard Class,CUST-1447,Customer_447,Corporate,India,Mumbai,Maharashtra,400001,West,PROD-10447,Technology,Machines,Machines Product 447,4008.32,1,0.2,502.31
448,ORD-100448,18-11-2024,19-11-2024,Second Class,CUST-1448,Customer_448,Consumer,India,Delhi,Delhi,110001,North,PROD-10448,Technology,Phones,Phones Product 448,3641.67,8,0.1,434.4
449,ORD-100449,19-10-2023,24-10-2023,Second Class,CUST-1449,Customer_449,Home Office,India,Mumbai,Maharashtra,400001,West,PROD-10449,Technology,Accessories,Accessories Product 449,2455.01,6,0.2,429.27
450,ORD-100450,03-08-2024,06-08-2024,Same Day,CUST-1450,Customer_450,Corporate,India,Chennai,Tamil Nadu,600001,South,PROD-10450,Furniture,Tables,Tables Product 450,884.77,6,0.05,209.17
451,ORD-100451,04-01-2024,06-01-2024,First Class,CUST-1451,Customer_451,Corporate,India,Kolkata,West Bengal,700001,East,PROD-10451,Office Supplies,Paper,Paper Product 451,4395.53,8,0.15,482.13
452,ORD-100452,18-07-2024,19-07-2024,Second Class,CUST-1452,Customer_452,Corporate,India,Pune,Maharashtra,411001,West,PROD-10452,Office Supplies,Storage,Storage Product 452,455.77,5,0.05,119.79
453,ORD-100453,03-10-2024,04-10-2024,Second Class,CUST-1453,Customer_453,Consumer,India,Kolkata,West Bengal,700001,East,PROD-10453,Technology,Phones,Phones Product 453,4255.46,1,0.2,658.43
454,ORD-100454,18-07-2024,21-07-2024,First Class,CUST-1454,Customer_454,Consumer,India,Hyderabad,Telangana,500001,South,PROD-10454,Office Supplies,Paper,Paper Product 454,3286.85,3,0.1,421.13
455,ORD-100455,20-04-2024,25-04-2024,Second Class,CUST-1455,Customer_455,Home Office,India,Hyderabad,Telangana,500001,South,PROD-10455,Technology,Accessories,Accessories Product 455,1851.13,1,0.05,466.48
456,ORD-100456,24-05-2023,28-05-2023,Standard Class,CUST-1456,Customer_456,Consumer,India,Pune,Maharashtra,411001,West,PROD-10456,Technology,Machines,Machines Product 456,4746.12,3,0.15,1209.28
457,ORD-100457,14-05-2024,16-05-2024,First Class,CUST-1457,Customer_457,Corporate,India,Mumbai,Maharashtra,400001,West,PROD-10457,Furniture,Tables,Tables Product 457,1208.39,4,0.2,286.31
458,ORD-100458,25-04-2024,29-04-2024,First Class,CUST-1458,Customer_458,Home Office,India,Mumbai,Maharashtra,400001,West,PROD-10458,Technology,Machines,Machines Product 458,1654.15,9,0.1,394.88
459,ORD-100459,11-07-2024,16-07-2024,Same Day,CUST-1459,Customer_459,Consumer,India,Pune,Maharashtra,411001,West,PROD-10459,Furniture,Bookcases,Bookcases Product 459,1923.67,10,0,344.66
460,ORD-100460,12-06-2024,16-06-2024,Second Class,CUST-1460,Customer_460,Corporate,India,Delhi,Delhi,110001,North,PROD-10460,Furniture,Tables,Tables Product 460,3973.65,10,0,697.21
461,ORD-100461,19-06-2023,21-06-2023,Standard Class,CUST-1461,Customer_461,Home Office,India,Mumbai,Maharashtra,400001,West,PROD-10461,Office Supplies,Storage,Storage Product 461,1440.01,3,0.05,114.25
462,ORD-100462,24-08-2023,28-08-2023,Second Class,CUST-1462,Customer_462,Home Office,India,Chennai,Tamil Nadu,600001,South,PROD-10462,Furniture,Bookcases,Bookcases Product 462,611.03,8,0.15,44.41
463,ORD-100463,25-02-2024,26-02-2024,Standard Class,CUST-1463,Customer_463,Home Office,India,Pune,Maharashtra,411001,West,PROD-10463,Technology,Phones,Phones Product 463,2888.76,3,0.05,570.2
464,ORD-100464,31-05-2023,01-06-2023,Standard Class,CUST-1464,Customer_464,Home Office,India,Pune,Maharashtra,411001,West,PROD-10464,Furniture,Chairs,Chairs Product 464,2607.37,7,0.2,657.87
465,ORD-100465,08-11-2024,15-11-2024,Same Day,CUST-1465,Customer_465,Home Office,India,Delhi,Delhi,110001,North,PROD-10465,Technology,Phones,Phones Product 465,2273.56,8,0.15,142.42
466,ORD-100466,27-05-2023,03-06-2023,First Class,CUST-1466,Customer_466,Corporate,India,Hyderabad,Telangana,500001,South,PROD-10466,Technology,Machines,Machines Product 466,3315.26,5,0.05,732.83
467,ORD-100467,02-09-2024,07-09-2024,Same Day,CUST-1467,Customer_467,Consumer,India,Mumbai,Maharashtra,400001,West,PROD-10467,Technology,Accessories,Accessories Product 467,1958.04,2,0,196.95
468,ORD-100468,12-09-2024,13-09-2024,Standard Class,CUST-1468,Customer_468,Corporate,India,Pune,Maharashtra,411001,West,PROD-10468,Furniture,Bookcases,Bookcases Product 468,3019.08,9,0.2,598.07
469,ORD-100469,06-11-2024,08-11-2024,Standard Class,CUST-1469,Customer_469,Home Office,India,Hyderabad,Telangana,500001,South,PROD-10469,Office Supplies,Binders,Binders Product 469,4490,7,0.2,517.12
470,ORD-100470,26-06-2024,30-06-2024,First Class,CUST-1470,Customer_470,Corporate,India,Pune,Maharashtra,411001,West,PROD-10470,Furniture,Tables,Tables Product 470,1785.06,10,0,279.13
471,ORD-100471,27-08-2023,03-09-2023,Standard Class,CUST-1471,Customer_471,Home Office,India,Mumbai,Maharashtra,400001,West,PROD-10471,Furniture,Bookcases,Bookcases Product 471,4389.99,7,0.1,339.15
472,ORD-100472,19-06-2024,20-06-2024,Second Class,CUST-1472,Customer_472,Corporate,India,Hyderabad,Telangana,500001,South,PROD-10472,Technology,Accessories,Accessories Product 472,3290,6,0.15,363.77
473,ORD-100473,29-10-2024,03-11-2024,Same Day,CUST-1473,Customer_473,Consumer,India,Delhi,Delhi,110001,North,PROD-10473,Furniture,Bookcases,Bookcases Product 473,2146.63,6,0.2,169.35
474,ORD-100474,28-02-2024,04-03-2024,First Class,CUST-1474,Customer_474,Home Office,India,Chennai,Tamil Nadu,600001,South,PROD-10474,Office Supplies,Paper,Paper Product 474,934.66,9,0.2,122.38
475,ORD-100475,19-12-2023,26-12-2023,Second Class,CUST-1475,Customer_475,Consumer,India,Kolkata,West Bengal,700001,East,PROD-10475,Furniture,Bookcases,Bookcases Product 475,733.44,2,0.05,111.23
476,ORD-100476,08-08-2023,13-08-2023,Standard Class,CUST-1476,Customer_476,Consumer,India,Bengaluru,Karnataka,560001,South,PROD-10476,Furniture,Bookcases,Bookcases Product 476,3089.43,1,0.05,424.1
477,ORD-100477,29-05-2023,02-06-2023,Standard Class,CUST-1477,Customer_477,Home Office,India,Hyderabad,Telangana,500001,South,PROD-10477,Furniture,Chairs,Chairs Product 477,367.2,4,0.1,18.36
478,ORD-100478,29-01-2024,02-02-2024,Second Class,CUST-1478,Customer_478,Home Office,India,Hyderabad,Telangana,500001,South,PROD-10478,Office Supplies,Storage,Storage Product 478,1468.02,10,0,420.48
479,ORD-100479,21-05-2024,25-05-2024,Second Class,CUST-1479,Customer_479,Home Office,India,Mumbai,Maharashtra,400001,West,PROD-10479,Technology,Machines,Machines Product 479,4657.25,9,0.1,366.46
480,ORD-100480,23-06-2023,29-06-2023,Same Day,CUST-1480,Customer_480,Corporate,India,Mumbai,Maharashtra,400001,West,PROD-10480,Furniture,Chairs,Chairs Product 480,3292.34,3,0,985.08
481,ORD-100481,16-11-2024,20-11-2024,First Class,CUST-1481,Customer_481,Corporate,India,Bengaluru,Karnataka,560001,South,PROD-10481,Office Supplies,Binders,Binders Product 481,2612.83,2,0,489.64
482,ORD-100482,11-10-2023,13-10-2023,Same Day,CUST-1482,Customer_482,Home Office,India,Hyderabad,Telangana,500001,South,PROD-10482,Technology,Accessories,Accessories Product 482,4652.08,10,0,536.28
483,ORD-100483,20-04-2023,25-04-2023,First Class,CUST-1483,Customer_483,Home Office,India,Mumbai,Maharashtra,400001,West,PROD-10483,Office Supplies,Paper,Paper Product 483,1732.83,2,0.2,431.78
484,ORD-100484,29-03-2024,02-04-2024,Standard Class,CUST-1484,Customer_484,Corporate,India,Hyderabad,Telangana,500001,South,PROD-10484,Furniture,Chairs,Chairs Product 484,3799.49,8,0.15,927.57
485,ORD-100485,30-04-2023,03-05-2023,Same Day,CUST-1485,Customer_485,Corporate,India,Mumbai,Maharashtra,400001,West,PROD-10485,Furniture,Bookcases,Bookcases Product 485,3953.85,4,0.05,949.08
486,ORD-100486,12-06-2024,17-06-2024,First Class,CUST-1486,Customer_486,Consumer,India,Mumbai,Maharashtra,400001,West,PROD-10486,Office Supplies,Paper,Paper Product 486,1278.88,2,0.15,240.97
487,ORD-100487,21-07-2024,23-07-2024,Second Class,CUST-1487,Customer_487,Corporate,India,Bengaluru,Karnataka,560001,South,PROD-10487,Furniture,Tables,Tables Product 487,1131.9,10,0.1,85.68
488,ORD-100488,24-07-2023,26-07-2023,First Class,CUST-1488,Customer_488,Consumer,India,Kolkata,West Bengal,700001,East,PROD-10488,Technology,Accessories,Accessories Product 488,1073.55,4,0.05,267.4
489,ORD-100489,20-04-2023,21-04-2023,Same Day,CUST-1489,Customer_489,Corporate,India,Mumbai,Maharashtra,400001,West,PROD-10489,Office Supplies,Storage,Storage Product 489,2488.69,1,0.2,620.92
490,ORD-100490,27-09-2024,30-09-2024,Second Class,CUST-1490,Customer_490,Consumer,India,Bengaluru,Karnataka,560001,South,PROD-10490,Office Supplies,Paper,Paper Product 490,2479.49,9,0.1,321.02
491,ORD-100491,22-06-2024,29-06-2024,Second Class,CUST-1491,Customer_491,Corporate,India,Bengaluru,Karnataka,560001,South,PROD-10491,Furniture,Bookcases,Bookcases Product 491,211.19,6,0.15,49.65
492,ORD-100492,04-05-2023,10-05-2023,Standard Class,CUST-1492,Customer_492,Corporate,India,Hyderabad,Telangana,500001,South,PROD-10492,Furniture,Tables,Tables Product 492,3461.59,1,0.05,466.82
493,ORD-100493,06-01-2024,11-01-2024,First Class,CUST-1493,Customer_493,Corporate,India,Chennai,Tamil Nadu,600001,South,PROD-10493,Furniture,Chairs,Chairs Product 493,2765.39,4,0.1,408.83
494,ORD-100494,08-07-2023,12-07-2023,First Class,CUST-1494,Customer_494,Corporate,India,Bengaluru,Karnataka,560001,South,PROD-10494,Technology,Accessories,Accessories Product 494,3518.53,6,0.1,857.05
495,ORD-100495,04-07-2023,09-07-2023,Same Day,CUST-1495,Customer_495,Corporate,India,Pune,Maharashtra,411001,West,PROD-10495,Office Supplies,Storage,Storage Product 495,1181.41,2,0.1,272.93
496,ORD-100496,20-07-2023,22-07-2023,Second Class,CUST-1496,Customer_496,Home Office,India,Chennai,Tamil Nadu,600001,South,PROD-10496,Office Supplies,Binders,Binders Product 496,2391.29,1,0.05,347.65
497,ORD-100497,13-06-2024,18-06-2024,Standard Class,CUST-1497,Customer_497,Home Office,India,Kolkata,West Bengal,700001,East,PROD-10497,Furniture,Tables,Tables Product 497,1535.17,9,0.2,33.66
498,ORD-100498,17-06-2023,18-06-2023,First Class,CUST-1498,Customer_498,Corporate,India,Pune,Maharashtra,411001,West,PROD-10498,Furniture,Tables,Tables Product 498,4202.91,2,0.15,866.42
499,ORD-100499,04-01-2024,09-01-2024,Second Class,CUST-1499,Customer_499,Home Office,India,Hyderabad,Telangana,500001,South,PROD-10499,Furniture,Tables,Tables Product 499,148.18,2,0.1,36.58
500,ORD-100500,12-08-2024,18-08-2024,Same Day,CUST-1500,Customer_500,Home Office,India,Kolkata,West Bengal,700001,East,PROD-10500,Office Supplies,Binders,Binders Product 500,4897.9,5,0.1,545
501,ORD-100501,02-04-2024,03-04-2024,First Class,CUST-1501,Customer_501,Corporate,India,Bengaluru,Karnataka,560001,South,PROD-10501,Office Supplies,Paper,Paper Product 501,2345.57,3,0.05,469.45
502,ORD-100502,08-10-2024,13-10-2024,First Class,CUST-1502,Customer_502,Home Office,India,Hyderabad,Telangana,500001,South,PROD-10502,Furniture,Chairs,Chairs Product 502,441.6,6,0.05,52.27
503,ORD-100503,01-10-2023,06-10-2023,Same Day,CUST-1503,Customer_503,Corporate,India,Kolkata,West Bengal,700001,East,PROD-10503,Furniture,Tables,Tables Product 503,4444.07,6,0.2,623.21
504,ORD-100504,21-06-2023,23-06-2023,Same Day,CUST-1504,Customer_504,Consumer,India,Chennai,Tamil Nadu,600001,South,PROD-10504,Technology,Phones,Phones Product 504,3652.47,5,0,374.9
505,ORD-100505,08-04-2023,09-04-2023,Standard Class,CUST-1505,Customer_505,Consumer,India,Bengaluru,Karnataka,560001,South,PROD-10505,Office Supplies,Binders,Binders Product 505,180.51,7,0.2,36.33
506,ORD-100506,26-09-2023,01-10-2023,First Class,CUST-1506,Customer_506,Corporate,India,Pune,Maharashtra,411001,West,PROD-10506,Technology,Machines,Machines Product 506,4661.37,7,0.1,407.12
507,ORD-100507,03-10-2024,05-10-2024,Same Day,CUST-1507,Customer_507,Home Office,India,Pune,Maharashtra,411001,West,PROD-10507,Office Supplies,Binders,Binders Product 507,191.43,6,0.1,47.1
508,ORD-100508,06-10-2023,11-10-2023,Same Day,CUST-1508,Customer_508,Home Office,India,Bengaluru,Karnataka,560001,South,PROD-10508,Technology,Machines,Machines Product 508,2719.47,10,0.2,337.58
509,ORD-100509,17-10-2024,23-10-2024,First Class,CUST-1509,Customer_509,Corporate,India,Hyderabad,Telangana,500001,South,PROD-10509,Furniture,Tables,Tables Product 509,2434.18,4,0,390.6
510,ORD-100510,24-09-2023,26-09-2023,Standard Class,CUST-1510,Customer_510,Home Office,India,Delhi,Delhi,110001,North,PROD-10510,Technology,Phones,Phones Product 510,2640.42,3,0.1,268.51
511,ORD-100511,18-05-2024,25-05-2024,Standard Class,CUST-1511,Customer_511,Home Office,India,Bengaluru,Karnataka,560001,South,PROD-10511,Furniture,Chairs,Chairs Product 511,3841.05,5,0.2,260.44
512,ORD-100512,18-01-2024,20-01-2024,Second Class,CUST-1512,Customer_512,Corporate,India,Bengaluru,Karnataka,560001,South,PROD-10512,Office Supplies,Paper,Paper Product 512,2004.02,3,0.15,455.13
513,ORD-100513,23-03-2023,27-03-2023,First Class,CUST-1513,Customer_513,Corporate,India,Kolkata,West Bengal,700001,East,PROD-10513,Technology,Machines,Machines Product 513,3834.46,10,0.1,387.93
514,ORD-100514,12-07-2023,19-07-2023,Same Day,CUST-1514,Customer_514,Consumer,India,Mumbai,Maharashtra,400001,West,PROD-10514,Technology,Phones,Phones Product 514,1483.5,8,0.2,182.76
515,ORD-100515,25-11-2023,26-11-2023,Same Day,CUST-1515,Customer_515,Home Office,India,Pune,Maharashtra,411001,West,PROD-10515,Technology,Machines,Machines Product 515,159.55,2,0.1,15.52
516,ORD-100516,09-01-2023,11-01-2023,Same Day,CUST-1516,Customer_516,Corporate,India,Mumbai,Maharashtra,400001,West,PROD-10516,Technology,Phones,Phones Product 516,2493.22,6,0.15,244.07
517,ORD-100517,19-04-2024,25-04-2024,Same Day,CUST-1517,Customer_517,Consumer,India,Chennai,Tamil Nadu,600001,South,PROD-10517,Technology,Accessories,Accessories Product 517,447.1,3,0,52.14
518,ORD-100518,10-07-2024,14-07-2024,Second Class,CUST-1518,Customer_518,Corporate,India,Pune,Maharashtra,411001,West,PROD-10518,Technology,Accessories,Accessories Product 518,4095.39,1,0,1202.61
